label,label_animal,timestamp,collar_id,progresion,temperatura_corporal_prom,hubo_rumia,frec_cardiaca_prom,rmssd,sdnn,hubo_vocalizacion,latitud,longitud,metros_recorridos,velocidad_movimiento_prom
sana,sana,2026-03-19 09:35:00,COW_001,0.0,37.97,1,67.2,45.82,50.88,1,-34.589757,-60.973999,88.3,1.06
sana,sana,2026-03-19 09:40:00,COW_001,0.0006,,0,55.9,45.82,55.86,0,-34.589757,-60.973999,0.0,0.0
sana,sana,2026-03-19 09:45:00,COW_001,0.0012,38.17,1,62.2,36.23,52.19,0,-34.589757,-60.973999,0.0,0.0
sana,sana,2026-03-19 09:50:00,COW_001,0.0017,38.69,1,62.1,46.78,53.11,0,-34.589757,-60.973999,80.0,0.96
sana,sana,2026-03-19 09:55:00,COW_001,0.0023,39.3,1,58.8,41.26,55.92,0,-34.589757,-60.973999,20.8,0.25
sana,sana,2026-03-19 10:00:00,COW_001,0.0029,38.42,1,55.1,42.83,50.28,0,-34.589757,-60.973999,97.5,1.17
sana,sana,2026-03-19 10:05:00,COW_001,0.0035,38.37,1,63.6,48.66,58.0,0,-34.589756,-60.974,93.3,1.12
sana,sana,2026-03-19 10:10:00,COW_001,0.0041,38.66,0,62.8,44.39,49.82,0,-34.589756,-60.974,9.2,0.11
sana,sana,2026-03-19 10:15:00,COW_001,0.0046,38.65,1,59.8,40.82,54.06,0,-34.589756,-60.974,157.5,1.89
sana,sana,2026-03-19 10:20:00,COW_001,0.0052,38.92,1,75.7,39.92,52.42,0,-34.589756,-60.974,126.7,1.52
sana,sana,2026-03-19 10:25:00,COW_001,0.0058,38.56,1,74.4,37.87,52.68,0,-34.589756,-60.974001,78.3,0.94
sana,sana,2026-03-19 10:30:00,COW_001,0.0064,38.54,1,51.8,36.73,43.81,0,-34.589757,-60.974001,67.5,0.81
sana,sana,2026-03-19 10:35:00,COW_001,0.0069,38.81,1,58.6,38.45,49.26,0,-34.589757,-60.974001,26.7,0.32
sana,sana,2026-03-19 10:40:00,COW_001,0.0075,38.35,1,59.4,43.92,51.97,0,-34.589756,-60.974001,42.5,0.51
sana,sana,2026-03-19 10:45:00,COW_001,0.0081,38.48,1,60.4,46.48,58.14,0,-34.589756,-60.974001,0.0,0.0
sana,sana,2026-03-19 10:50:00,COW_001,0.0087,38.17,1,73.0,44.53,55.56,0,-34.589757,-60.974,107.5,1.29
sana,sana,2026-03-19 10:55:00,COW_001,0.0093,38.44,1,69.7,31.94,45.49,0,-34.589757,-60.974,68.3,0.82
sana,sana,2026-03-19 11:00:00,COW_001,0.0098,38.8,1,62.1,37.68,54.07,0,-34.589757,-60.974,70.8,0.85
sana,sana,2026-03-19 11:05:00,COW_001,0.0104,38.5,1,63.9,40.25,52.5,0,-34.589757,-60.974,75.8,0.91
sana,sana,2026-03-19 11:10:00,COW_001,0.011,38.47,1,59.9,44.91,58.75,0,-34.589757,-60.974,31.7,0.38
sana,sana,2026-03-19 11:15:00,COW_001,0.0116,39.06,1,55.6,47.18,56.85,0,-34.589757,-60.974,0.0,0.0
sana,sana,2026-03-19 11:20:00,COW_001,0.0122,38.56,1,66.6,50.54,62.13,0,-34.589757,-60.974,0.0,0.0
sana,sana,2026-03-19 11:25:00,COW_001,0.0127,38.46,1,59.2,50.08,71.55,0,-34.589757,-60.974,18.3,0.22
sana,sana,2026-03-19 11:30:00,COW_001,0.0133,38.57,1,68.7,32.95,46.0,0,-34.589757,-60.974,63.3,0.76
sana,sana,2026-03-19 11:35:00,COW_001,0.0139,38.26,1,55.2,41.72,46.03,0,-34.589757,-60.974,0.0,0.0
sana,sana,2026-03-19 11:40:00,COW_001,0.0145,38.69,1,65.3,46.06,65.16,0,-34.589757,-60.974,0.0,0.0
sana,sana,2026-03-19 11:45:00,COW_001,0.015,38.69,1,71.1,39.66,57.18,1,-34.589757,-60.973999,51.7,0.62
sana,sana,2026-03-19 11:50:00,COW_001,0.0156,38.87,1,52.6,44.16,62.06,0,-34.589757,-60.973999,32.5,0.39
sana,sana,2026-03-19 11:55:00,COW_001,0.0162,38.27,1,64.2,47.02,65.95,0,-34.589757,-60.973999,0.0,0.0
sana,sana,2026-03-19 12:00:00,COW_001,0.0168,39.16,1,71.8,47.25,53.77,0,-34.589757,-60.974,45.8,0.55
sana,sana,2026-03-19 12:05:00,COW_001,0.0174,38.73,1,60.4,43.51,61.96,0,-34.589757,-60.973999,32.5,0.39
sana,sana,2026-03-19 12:10:00,COW_001,0.0179,38.4,1,67.5,41.7,50.38,0,-34.589757,-60.973999,14.2,0.17
sana,sana,2026-03-19 12:15:00,COW_001,0.0185,38.41,1,60.3,39.07,50.47,0,-34.589757,-60.973999,0.0,0.0
sana,sana,2026-03-19 12:20:00,COW_001,0.0191,38.61,1,69.0,43.68,49.34,0,-34.589757,-60.974,25.8,0.31
sana,sana,2026-03-19 12:25:00,COW_001,0.0197,38.26,1,65.9,43.84,55.51,0,-34.589757,-60.974,33.3,0.4
