label,label_animal,timestamp,collar_id,progresion,temperatura_corporal_prom,hubo_rumia,frec_cardiaca_prom,rmssd,sdnn,hubo_vocalizacion,latitud,longitud,metros_recorridos,velocidad_movimiento_prom
sana,sana,2026-03-19 09:35:00,COW_010,0.0,38.63,1,58.5,43.78,56.97,0,-34.633264,-60.88885,60.8,0.73
sana,sana,2026-03-19 09:40:00,COW_010,0.0006,38.39,1,54.4,48.35,57.78,0,-34.633264,-60.88885,75.8,0.91
sana,sana,2026-03-19 09:45:00,COW_010,0.0012,38.19,1,52.4,39.62,51.88,0,-34.633263,-60.88885,117.5,1.41
sana,sana,2026-03-19 09:50:00,COW_010,0.0017,38.38,1,70.3,48.02,53.32,0,-34.633263,-60.88885,136.7,1.64
sana,sana,2026-03-19 09:55:00,COW_010,0.0023,37.93,0,56.8,46.37,60.98,0,-34.633263,-60.888851,57.5,0.69
sana,sana,2026-03-19 10:00:00,COW_010,0.0029,38.37,1,58.3,40.07,52.96,1,-34.633264,-60.88885,55.0,0.66
sana,sana,2026-03-19 10:05:00,COW_010,0.0035,38.4,0,63.2,46.19,53.88,0,-34.633264,-60.888851,143.3,1.72
sana,sana,2026-03-19 10:10:00,COW_010,0.0041,38.53,1,60.6,44.12,52.56,0,-34.633264,-60.888851,79.2,0.95
sana,sana,2026-03-19 10:15:00,COW_010,0.0046,38.31,1,60.7,37.79,42.27,1,-34.633264,-60.888851,63.3,0.76
sana,sana,2026-03-19 10:20:00,COW_010,0.0052,38.36,1,70.5,47.53,62.5,0,-34.633264,-60.88885,70.8,0.85
sana,sana,2026-03-19 10:25:00,COW_010,0.0058,38.4,1,45.5,41.27,51.11,0,-34.633265,-60.88885,119.2,1.43
sana,sana,2026-03-19 10:30:00,COW_010,0.0064,38.56,1,54.0,49.32,69.12,0,-34.633265,-60.88885,27.5,0.33
sana,sana,2026-03-19 10:35:00,COW_010,0.0069,38.35,1,59.2,38.33,47.37,0,-34.633264,-60.888851,83.3,1.0
sana,sana,2026-03-19 10:40:00,COW_010,0.0075,38.73,1,69.9,41.43,53.71,0,-34.633264,-60.888851,0.0,0.0
sana,sana,2026-03-19 10:45:00,COW_010,0.0081,37.47,1,57.1,47.33,52.7,0,-34.633263,-60.888851,164.2,1.97
sana,sana,2026-03-19 10:50:00,COW_010,0.0087,38.68,1,59.1,41.05,49.56,0,-34.633263,-60.888852,130.8,1.57
sana,sana,2026-03-19 10:55:00,COW_010,0.0093,37.84,1,66.4,40.05,51.12,0,-34.633263,-60.888852,14.2,0.17
sana,sana,2026-03-19 11:00:00,COW_010,0.0098,38.75,1,70.3,39.54,53.05,0,-34.633263,-60.888852,50.0,0.6
sana,sana,2026-03-19 11:05:00,COW_010,0.0104,38.05,0,68.0,33.38,44.29,0,-34.633263,-60.888852,41.7,0.5
sana,sana,2026-03-19 11:10:00,COW_010,0.011,38.65,1,47.3,41.45,58.79,0,-34.633262,-60.888852,35.8,0.43
sana,sana,2026-03-19 11:15:00,COW_010,0.0116,38.66,1,67.1,43.66,52.94,0,-34.633262,-60.888852,0.0,0.0
sana,sana,2026-03-19 11:20:00,COW_010,0.0122,38.87,1,66.6,44.41,61.07,0,-34.633262,-60.888852,17.5,0.21
sana,sana,2026-03-19 11:25:00,COW_010,0.0127,38.58,1,61.9,35.72,46.65,0,-34.633262,-60.888852,143.3,1.72
sana,sana,2026-03-19 11:30:00,COW_010,0.0133,38.92,1,66.9,43.71,50.93,0,-34.633262,-60.888852,0.0,0.0
sana,sana,2026-03-19 11:35:00,COW_010,0.0139,38.2,1,77.1,42.31,55.92,0,-34.633262,-60.888852,0.0,0.0
sana,sana,2026-03-19 11:40:00,COW_010,0.0145,38.55,1,66.1,39.49,56.27,0,-34.633262,-60.888852,20.0,0.24
sana,sana,2026-03-19 11:45:00,COW_010,0.015,38.43,1,59.6,39.56,43.85,0,-34.633262,-60.888852,35.0,0.42
sana,sana,2026-03-19 11:50:00,COW_010,0.0156,38.0,1,67.4,44.47,57.97,0,-34.633262,-60.888852,127.5,1.53
sana,sana,2026-03-19 11:55:00,COW_010,0.0162,39.49,1,71.6,45.98,58.64,0,-34.633262,-60.888852,122.5,1.47
sana,sana,2026-03-19 12:00:00,COW_010,0.0168,,1,58.9,50.81,63.28,0,-34.633263,-60.888852,87.5,1.05
sana,sana,2026-03-19 12:05:00,COW_010,0.0174,38.29,1,62.5,37.48,45.74,0,-34.633262,-60.888851,86.7,1.04
sana,sana,2026-03-19 12:10:00,COW_010,0.0179,38.93,1,64.7,38.45,44.45,0,-34.633262,-60.88885,130.0,1.56
sana,sana,2026-03-19 12:15:00,COW_010,0.0185,39.53,1,58.2,40.53,51.64,0,-34.633262,-60.88885,0.0,0.0
