label,label_animal,timestamp,collar_id,progresion,temperatura_corporal_prom,hubo_rumia,frec_cardiaca_prom,rmssd,sdnn,hubo_vocalizacion,latitud,longitud,metros_recorridos,velocidad_movimiento_prom
sana,sana,2026-03-19 09:25:00,COW_009,0.0,38.24,1,73.4,39.83,57.72,0,-34.578656,-60.884258,5.0,0.06
sana,sana,2026-03-19 09:30:00,COW_009,0.0006,38.02,1,71.2,45.35,53.81,0,-34.578657,-60.884258,23.3,0.28
sana,sana,2026-03-19 09:35:00,COW_009,0.0012,38.36,1,72.4,44.42,49.07,0,-34.578657,-60.884258,30.8,0.37
sana,sana,2026-03-19 09:40:00,COW_009,0.0017,,1,76.0,27.38,31.91,0,-34.578657,-60.884258,90.0,1.08
sana,sana,2026-03-19 09:45:00,COW_009,0.0023,37.98,1,65.2,37.99,46.07,0,-34.578658,-60.884258,157.5,1.89
sana,sana,2026-03-19 09:50:00,COW_009,0.0029,39.09,1,68.3,38.86,46.99,0,-34.578657,-60.884258,115.0,1.38
sana,sana,2026-03-19 09:55:00,COW_009,0.0035,37.95,1,58.5,38.64,52.88,0,-34.578658,-60.884258,29.2,0.35
sana,sana,2026-03-19 10:00:00,COW_009,0.0041,38.57,1,70.8,38.42,46.33,0,-34.578658,-60.884258,144.2,1.73
sana,sana,2026-03-19 10:05:00,COW_009,0.0046,38.38,1,65.9,42.13,51.89,0,-34.578658,-60.884258,184.2,2.21
sana,sana,2026-03-19 10:10:00,COW_009,0.0052,38.56,1,62.6,38.24,47.46,0,-34.578658,-60.884258,0.0,0.0
sana,sana,2026-03-19 10:15:00,COW_009,0.0058,38.41,1,69.6,35.23,44.04,0,-34.578658,-60.884257,20.8,0.25
sana,sana,2026-03-19 10:20:00,COW_009,0.0064,38.51,1,77.3,41.72,59.36,0,-34.578658,-60.884257,92.5,1.11
sana,sana,2026-03-19 10:25:00,COW_009,0.0069,38.38,0,63.3,43.97,56.61,0,-34.578657,-60.884257,115.0,1.38
sana,sana,2026-03-19 10:30:00,COW_009,0.0075,38.45,1,68.5,48.33,69.67,0,-34.578657,-60.884256,187.5,2.25
sana,sana,2026-03-19 10:35:00,COW_009,0.0081,38.79,1,57.4,39.33,43.73,0,-34.578657,-60.884256,10.8,0.13
sana,sana,2026-03-19 10:40:00,COW_009,0.0087,38.8,1,66.3,41.25,53.31,0,-34.578657,-60.884256,163.3,1.96
sana,sana,2026-03-19 10:45:00,COW_009,0.0093,38.38,0,66.4,40.64,56.79,1,-34.578657,-60.884256,152.5,1.83
sana,sana,2026-03-19 10:50:00,COW_009,0.0098,38.89,1,64.7,33.71,42.2,0,-34.578657,-60.884255,104.2,1.25
sana,sana,2026-03-19 10:55:00,COW_009,0.0104,39.05,1,69.7,42.35,58.33,0,-34.578658,-60.884255,129.2,1.55
sana,sana,2026-03-19 11:00:00,COW_009,0.011,38.62,1,65.0,39.91,49.56,1,-34.578658,-60.884255,80.8,0.97
sana,sana,2026-03-19 11:05:00,COW_009,0.0116,38.38,1,65.3,42.79,47.44,0,-34.578658,-60.884255,23.3,0.28
sana,sana,2026-03-19 11:10:00,COW_009,0.0122,38.69,1,61.4,38.05,53.32,0,-34.578658,-60.884255,79.2,0.95
sana,sana,2026-03-19 11:15:00,COW_009,0.0127,38.64,1,78.8,49.51,65.61,0,-34.578658,-60.884255,68.3,0.82
sana,sana,2026-03-19 11:20:00,COW_009,0.0133,38.76,1,68.7,43.43,60.52,0,-34.578659,-60.884256,60.8,0.73
sana,sana,2026-03-19 11:25:00,COW_009,0.0139,38.0,0,48.2,42.31,58.68,0,-34.578659,-60.884256,85.8,1.03
sana,sana,2026-03-19 11:30:00,COW_009,0.0145,38.96,1,66.5,32.15,36.88,0,-34.578658,-60.884257,140.8,1.69
sana,sana,2026-03-19 11:35:00,COW_009,0.015,38.34,1,67.2,32.06,46.13,0,-34.578657,-60.884257,97.5,1.17
sana,sana,2026-03-19 11:40:00,COW_009,0.0156,38.41,1,68.4,36.84,42.69,0,-34.578657,-60.884257,85.0,1.02
sana,sana,2026-03-19 11:45:00,COW_009,0.0162,38.39,1,65.4,31.95,35.43,0,-34.578657,-60.884256,132.5,1.59
sana,sana,2026-03-19 11:50:00,COW_009,0.0168,38.18,0,56.5,33.22,47.58,0,-34.578657,-60.884256,147.5,1.77
sana,sana,2026-03-19 11:55:00,COW_009,0.0174,38.25,1,54.3,38.45,49.76,0,-34.578657,-60.884256,110.0,1.32
sana,sana,2026-03-19 12:00:00,COW_009,0.0179,38.59,1,70.5,37.39,50.84,0,-34.578656,-60.884256,79.2,0.95
sana,sana,2026-03-19 12:05:00,COW_009,0.0185,38.55,1,69.1,45.33,56.31,0,-34.578657,-60.884256,90.0,1.08
sana,sana,2026-03-19 12:10:00,COW_009,0.0191,38.36,1,51.3,44.23,56.76,0,-34.578657,-60.884256,50.0,0.6
sana,sana,2026-03-19 12:15:00,COW_009,0.0197,38.09,0,64.5,41.99,59.12,1,-34.578657,-60.884256,89.2,1.07
sana,sana,2026-03-19 12:20:00,COW_009,0.0203,38.4,0,71.3,44.68,63.19,0,-34.578657,-60.884256,38.3,0.46
sana,sana,2026-03-19 12:25:00,COW_009,0.0208,39.21,1,70.6,40.46,46.24,0,-34.578657,-60.884256,70.8,0.85
sana,sana,2026-03-19 12:30:00,COW_009,0.0214,38.64,1,61.8,41.32,53.19,0,-34.578657,-60.884256,60.8,0.73
sana,sana,2026-03-19 12:35:00,COW_009,0.022,38.86,1,68.5,43.99,61.78,0,-34.578657,-60.884256,70.0,0.84
sana,sana,2026-03-19 12:40:00,COW_009,0.0226,38.5,0,65.9,46.81,54.14,0,-34.578658,-60.884257,67.5,0.81
sana,sana,2026-03-19 12:45:00,COW_009,0.0231,38.91,1,59.8,43.29,59.5,0,-34.578658,-60.884257,0.0,0.0
sana,sana,2026-03-19 12:50:00,COW_009,0.0237,38.33,1,64.9,37.89,45.43,0,-34.578658,-60.884256,88.3,1.06
sana,sana,2026-03-19 12:55:00,COW_009,0.0243,38.73,1,66.6,31.14,41.67,0,-34.578659,-60.884256,77.5,0.93
sana,sana,2026-03-19 13:00:00,COW_009,0.0249,38.98,1,64.2,34.09,37.52,0,-34.578658,-60.884256,219.2,2.63
sana,sana,2026-03-19 13:05:00,COW_009,0.0255,38.1,1,57.2,44.71,64.16,0,-34.578657,-60.884256,122.5,1.47
sana,sana,2026-03-19 13:10:00,COW_009,0.026,38.1,1,81.5,40.52,52.89,0,-34.578658,-60.884257,89.2,1.07
